area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Built-up  Area,Ready To Move,Kodichikkanahalli,5 Bedroom,2700.0,4.0,2.0,125.0,5,4629.62962962963,540.0
Super built-up  Area,18-Apr,Begur,3 BHK,1411.0,2.0,2.0,60.0,3,4252.303330970943,470.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1320.0,2.0,1.0,39.6,3,3000.0,440.0
Built-up  Area,Ready To Move,Bannerghatta,2 BHK,1320.0,2.0,0.0,50.0,2,3787.878787878788,660.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,155.0,3,8592.017738359202,601.3333333333334
Plot  Area,18-Apr,Other,4 Bedroom,1200.0,4.0,1.0,105.0,4,8750.0,300.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,2375.0,4.0,2.0,189.0,4,7957.894736842105,593.75
Plot  Area,Ready To Move,Other,3 Bedroom,1750.0,3.0,2.0,120.0,3,6857.142857142857,583.3333333333334
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,1152.0,2.0,2.0,55.0,2,4774.305555555556,576.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965.0,2.0,1.0,54.0,2,5595.854922279793,482.5
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1684.0,3.0,1.0,120.0,3,7125.890736342043,561.3333333333334
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1672.0,3.0,2.0,86.0,3,5143.540669856459,557.3333333333334
Super built-up  Area,Ready To Move,Panathur,2 BHK,1075.0,2.0,2.0,60.0,2,5581.395348837209,537.5
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,1500.0,5.0,2.0,95.0,3,6333.333333333333,500.0
Super built-up  Area,18-Dec,Hebbal,2 BHK,1420.0,2.0,1.0,99.26,2,6990.140845070423,710.0
Super built-up  Area,Ready To Move,Other,2 BHK,750.0,2.0,0.0,40.0,2,5333.333333333333,375.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1169.0,2.0,2.0,64.08,2,5481.6082121471345,584.5
Super built-up  Area,18-Jul,Devanahalli,3 BHK,1290.0,2.0,1.0,62.0,3,4806.201550387597,430.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1160.0,2.0,2.0,40.6,2,3500.0,580.0
Built-up  Area,Ready To Move,Other,7 Bedroom,2800.0,5.0,3.0,95.0,7,3392.8571428571427,400.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1500.0,3.0,2.0,70.0,3,4666.666666666667,500.0
Super built-up  Area,Ready To Move,Domlur,3 BHK,1850.0,3.0,1.0,180.0,3,9729.72972972973,616.6666666666666
Super built-up  Area,18-Jan,Other,3 BHK,1300.0,3.0,2.0,46.0,3,3538.4615384615386,433.3333333333333
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37.84,3,2888.549618320611,436.6666666666667
Built-up  Area,Ready To Move,Other,3 BHK,2750.0,5.0,2.0,550.0,3,20000.0,916.6666666666666
Super built-up  Area,Ready To Move,Other,3 BHK,2150.0,3.0,0.0,170.0,3,7906.976744186047,716.6666666666666
Built-up  Area,Ready To Move,Other,6 BHK,5100.0,5.0,3.0,300.0,6,5882.35294117647,850.0
Plot  Area,Ready To Move,Kadugodi,3 Bedroom,1875.0,2.0,1.0,110.0,3,5866.666666666667,625.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1260.0,2.0,1.0,82.0,3,6507.936507936508,420.0
Built-up  Area,Ready To Move,Kengeri,5 Bedroom,2500.0,4.0,3.0,100.0,5,4000.0,500.0
Super built-up  Area,19-Jun,Begur Road,2 BHK,1241.0,2.0,1.0,64.0,2,5157.13134568896,620.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,45.5,2,4439.024390243902,512.5
Plot  Area,Ready To Move,Other,2 Bedroom,1500.0,1.0,0.0,218.0,2,14533.333333333334,750.0
Built-up  Area,17-Jun,Electronic City,2 BHK,1070.0,2.0,1.0,60.0,2,5607.476635514019,535.0
Super built-up  Area,Ready To Move,Begur,2 BHK,815.0,2.0,1.0,40.0,2,4907.9754601227,407.5
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2000.0,3.0,3.0,105.0,3,5250.0,666.6666666666666
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1400.0,2.0,1.0,190.0,2,13571.42857142857,700.0
Plot  Area,Ready To Move,Varthur,4 Bedroom,1740.0,4.0,3.0,175.0,4,10057.471264367816,435.0
Super built-up  Area,Ready To Move,ITPL,4 BHK,5667.5,5.0,0.0,300.0,4,5293.33921482135,1416.875
Built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1216.0,2.0,2.0,70.0,2,5756.578947368421,608.0
Super built-up  Area,Ready To Move,Other,3 BHK,2200.0,2.0,1.0,190.0,3,8636.363636363636,733.3333333333334
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,3500.0,5.0,2.0,450.0,4,12857.142857142857,875.0
Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,3150.0,7.0,3.0,375.0,7,11904.761904761905,450.0
Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,1200.0,2.0,0.0,62.0,2,5166.666666666667,600.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1026.0,2.0,1.0,50.18,2,4890.83820662768,513.0
Built-up  Area,Ready To Move,Hulimavu,1 BHK,450.0,1.0,1.0,20.0,1,4444.444444444444,450.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1205.0,2.0,1.0,45.79,2,3800.0,602.5
Super built-up  Area,Ready To Move,Other,2 BHK,1368.0,2.0,3.0,87.0,2,6359.649122807017,684.0
Built-up  Area,Ready To Move,Anekal,1 BHK,420.0,1.0,1.0,12.5,1,2976.190476190476,420.0
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1270.0,2.0,2.0,42.0,2,3307.0866141732286,635.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,614.0,1.0,1.0,28.0,2,4560.260586319218,307.0
Plot  Area,18-May,Margondanahalli,2 Bedroom,1050.0,2.0,0.0,58.0,2,5523.809523809524,525.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1408.0,2.0,2.0,58.0,2,4119.318181818182,704.0
Built-up  Area,Ready To Move,Other,3 BHK,1507.0,3.0,1.0,80.0,3,5308.560053085601,502.3333333333333
Super built-up  Area,Ready To Move,Other,2 BHK,1160.0,2.0,2.0,57.0,2,4913.793103448276,580.0
Plot  Area,Ready To Move,Other,3 Bedroom,1200.0,3.0,1.0,70.0,3,5833.333333333333,400.0
Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,960.0,2.0,3.0,50.0,2,5208.333333333333,480.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1021.0,2.0,2.0,46.0,2,4505.386875612145,510.5
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2162.03,4.0,2.0,129.0,3,5966.614709324107,720.6766666666667
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1065.0,2.0,1.0,36.0,2,3380.281690140845,532.5
Super built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1.0,1.0,10.25,1,2562.5,400.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1465.0,2.0,1.0,75.0,3,5119.453924914676,488.3333333333333
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,900.0,2.0,1.0,41.0,2,4555.555555555556,450.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1800.0,3.0,2.0,95.0,3,5277.777777777777,600.0
Super built-up  Area,Ready To Move,Other,2 BHK,1175.0,2.0,2.0,83.0,2,7063.829787234043,587.5
Super built-up  Area,Ready To Move,Other,3 BHK,6729.0,4.0,2.0,900.0,3,13374.944271065537,2243.0
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,1500.0,4.0,1.0,360.0,4,24000.0,375.0
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,1050.0,2.0,0.0,59.0,2,5619.047619047619,525.0
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,40.43,3,2887.8571428571427,466.6666666666667
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650.0,3.0,1.0,150.0,3,9090.90909090909,550.0
Super built-up  Area,Ready To Move,KR Puram,3 BHK,1827.0,3.0,2.0,97.0,3,5309.250136836344,609.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1930.0,4.0,2.0,122.0,3,6321.243523316062,643.3333333333334
Super built-up  Area,18-Feb,Mysore Road,2 BHK,883.0,2.0,1.0,37.0,2,4190.260475651189,441.5
Built-up  Area,Ready To Move,Kengeri,1 BHK,550.0,1.0,1.0,16.75,1,3045.4545454545455,550.0
Plot  Area,18-Aug,Other,4 Bedroom,1350.0,4.0,1.0,310.0,4,22962.962962962964,337.5
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1290.0,2.0,3.0,38.69,3,2999.2248062015506,430.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1021.0,3.0,2.0,59.0,3,5778.648383937317,340.3333333333333
Super built-up  Area,17-Dec,Whitefield,2 BHK,1158.0,2.0,1.0,55.0,2,4749.568221070812,579.0
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1400.0,2.0,2.0,135.0,3,9642.857142857143,466.6666666666667
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,2400.0,3.0,0.0,200.0,4,8333.333333333334,600.0
Super built-up  Area,18-Apr,Munnekollal,3 BHK,1200.0,2.0,1.0,57.9,3,4825.0,400.0
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1520.0,3.0,2.0,125.0,3,8223.684210526315,506.6666666666667
Super built-up  Area,18-Nov,Thanisandra,1 BHK,777.0,1.0,0.0,38.46,1,4949.80694980695,777.0
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,2710.0,3.0,2.0,177.0,3,6531.365313653137,903.3333333333334
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150.0,2.0,2.0,57.0,2,4956.521739130435,575.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1101.0,2.0,2.0,37.0,2,3360.581289736603,550.5
Super built-up  Area,Ready To Move,Other,3 BHK,1200.0,2.0,3.0,110.0,3,9166.666666666666,400.0
Super built-up  Area,21-Dec,Hebbal,2 BHK,1252.0,2.0,1.0,92.0,2,7348.242811501597,626.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1650.0,3.0,2.0,85.0,3,5151.515151515152,550.0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1270.0,2.0,2.0,80.0,2,6299.212598425197,635.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,992.0,2.0,1.0,70.0,2,7056.451612903225,496.0
Super built-up  Area,Ready To Move,Other,2 BHK,893.0,2.0,2.0,34.5,2,3863.3818589025755,446.5
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,41.49,3,3859.5348837209303,358.3333333333333
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,3200.0,7.0,0.0,150.0,7,4687.5,457.14285714285717
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1190.0,2.0,1.0,42.0,2,3529.4117647058824,595.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1814.0,3.0,3.0,63.0,3,3472.9878721058435,604.6666666666666
Built-up  Area,Ready To Move,Other,3 BHK,1400.0,3.0,2.0,98.0,3,7000.0,466.6666666666667
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1344.0,2.0,0.0,56.0,3,4166.666666666667,448.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5400.0,5.0,3.0,475.0,4,8796.296296296296,1350.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,95.0,3,5154.639175257732,614.3333333333334
Super built-up  Area,18-Feb,Other,2 BHK,1138.0,2.0,1.0,32.0,2,2811.95079086116,569.0
Built-up  Area,Ready To Move,Other,3 BHK,1495.0,2.0,2.0,70.0,3,4682.274247491639,498.3333333333333
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880.0,2.0,1.0,19.0,2,2159.090909090909,440.0
Super built-up  Area,18-Apr,Whitefield,3 BHK,1396.0,3.0,1.0,74.0,3,5300.859598853868,465.3333333333333
Built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1610.0,2.0,3.0,119.0,3,7391.304347826087,536.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,1050.0,2.0,2.0,55.0,2,5238.0952380952385,525.0
Built-up  Area,14-Jul,Other,3 BHK,1410.0,2.0,2.0,43.71,3,3100.0,470.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1050.0,2.0,2.0,37.8,2,3599.9999999999995,525.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,1310.0,2.0,1.0,85.0,3,6488.5496183206105,436.6666666666667
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1104.0,2.0,2.0,58.0,2,5253.623188405797,552.0
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1165.0,2.0,1.0,67.0,2,5751.07296137339,582.5
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1310.0,2.0,3.0,60.0,2,4580.152671755725,655.0
Built-up  Area,Ready To Move,Other,2 BHK,1052.0,2.0,2.0,52.0,2,4942.9657794676805,526.0
Super built-up  Area,Ready To Move,Other,2 BHK,1000.0,2.0,2.0,45.0,2,4500.0,500.0
Super built-up  Area,18-May,Other,3 BHK,2240.0,3.0,2.0,300.0,3,13392.857142857143,746.6666666666666
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1150.0,2.0,1.0,38.08,2,3311.304347826087,575.0
Super built-up  Area,19-Dec,Thanisandra,3 BHK,2019.0,3.0,1.0,70.67,3,3500.2476473501733,673.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,986.0,2.0,1.0,31.0,2,3144.0162271805275,493.0
Plot  Area,Ready To Move,Banashankari Stage III,1 Bedroom,1350.0,1.0,1.0,145.0,1,10740.74074074074,1350.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1893.0,4.0,2.0,95.0,3,5018.489170628632,631.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,1318.0,3.0,2.0,56.0,3,4248.86191198786,439.3333333333333
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1325.0,2.0,2.0,58.0,3,4377.358490566037,441.6666666666667
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,800.0,2.0,1.0,33.0,2,4125.0,400.0
Super built-up  Area,Ready To Move,Other,3 BHK,1300.0,3.0,2.0,42.25,3,3250.0,433.3333333333333
Built-up  Area,Ready To Move,Other,3 BHK,1300.0,2.0,2.0,60.0,3,4615.384615384615,433.3333333333333
Built-up  Area,Ready To Move,Ulsoor,4 Bedroom,2500.0,4.0,0.0,170.0,4,6800.0,625.0
Plot  Area,Ready To Move,Other,3 Bedroom,1520.0,3.0,1.0,165.0,3,10855.263157894737,506.6666666666667
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1665.0,3.0,2.0,85.0,3,5105.105105105105,555.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1800.0,3.0,2.0,80.0,3,4444.444444444444,600.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,75.0,2,6265.664160401003,598.5
Super built-up  Area,Ready To Move,Other,2 BHK,1050.0,2.0,2.0,45.0,2,4285.714285714285,525.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1241.0,2.0,1.0,68.0,3,5479.45205479452,413.6666666666667
Super built-up  Area,Ready To Move,Other,3 BHK,1567.0,2.0,3.0,62.0,3,3956.6049776643267,522.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1747.0,3.0,1.0,110.0,3,6296.508299942759,582.3333333333334
Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,1475.0,2.0,2.0,55.0,3,3728.813559322034,491.6666666666667
Plot  Area,Ready To Move,Other,3 Bedroom,1524.0,4.0,2.0,400.0,3,26246.719160104985,508.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,980.0,2.0,1.0,51.0,2,5204.081632653061,490.0
Super built-up  Area,18-Apr,Dasanapura,2 BHK,966.0,2.0,1.0,58.0,2,6004.140786749483,483.0
Super built-up  Area,Ready To Move,Other,4 BHK,2360.0,3.0,2.0,185.0,4,7838.983050847458,590.0
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,1112.0,2.0,1.0,62.0,2,5575.5395683453235,556.0
Built-up  Area,Ready To Move,Other,3 BHK,1760.0,3.0,3.0,90.0,3,5113.636363636364,586.6666666666666
Super built-up  Area,Ready To Move,Hennur,3 BHK,1830.0,2.0,3.0,113.0,3,6174.863387978142,610.0
Super built-up  Area,19-Mar,Yelahanka,2 BHK,1175.0,2.0,1.0,67.77,2,5767.659574468085,587.5
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1175.0,2.0,1.0,41.0,2,3489.3617021276596,587.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1025.0,2.0,2.0,45.0,2,4390.243902439024,512.5
Super built-up  Area,18-Aug,Hennur Road,2 BHK,1232.0,2.0,1.0,80.0,2,6493.506493506494,616.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1010.0,2.0,2.0,57.0,2,5643.564356435643,505.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1273.0,2.0,2.0,60.0,2,4713.275726630008,636.5
Super built-up  Area,17-Aug,Battarahalli,2 BHK,1590.0,2.0,2.0,102.0,2,6415.094339622641,795.0
Super built-up  Area,Ready To Move,Other,2 BHK,1100.0,2.0,1.0,58.5,2,5318.181818181818,550.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1252.0,2.0,1.0,65.0,3,5191.693290734825,417.3333333333333
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4 BHK,2615.0,5.0,3.0,222.0,4,8489.483747609942,653.75
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322.0,2.0,1.0,77.9,2,5892.586989409986,661.0
Plot  Area,Ready To Move,7th Phase JP Nagar,1 Bedroom,1000.0,1.0,1.0,60.0,1,6000.0,1000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1755.0,3.0,2.0,117.0,3,6666.666666666667,585.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1135.0,2.0,2.0,46.0,2,4052.863436123348,567.5
Plot  Area,Ready To Move,Electronic City,4 Bedroom,1200.0,4.0,1.0,125.0,4,10416.666666666666,300.0
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,1260.0,2.0,2.0,85.5,2,6785.714285714285,630.0
Plot  Area,Ready To Move,Hoodi,5 Bedroom,3250.0,5.0,2.0,395.0,5,12153.846153846154,650.0
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,3500.0,4.0,2.0,550.0,4,15714.285714285714,875.0
Super built-up  Area,20-Dec,Kanakpura Road,3 BHK,1100.0,2.0,1.0,53.0,3,4818.181818181818,366.6666666666667
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1305.0,3.0,1.0,65.0,3,4980.842911877395,435.0
Built-up  Area,Ready To Move,Other,2 BHK,1236.0,2.0,1.0,50.0,2,4045.3074433656957,618.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,1.0,2.0,45.0,2,4000.0,562.5
Built-up  Area,18-May,KR Puram,2 BHK,1075.0,2.0,2.0,32.25,2,3000.0,537.5
Built-up  Area,Ready To Move,Thanisandra,6 Bedroom,2999.97,6.0,0.0,110.0,6,3666.703333700004,499.99499999999995
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1150.0,2.0,2.0,42.0,2,3652.1739130434785,575.0
Plot  Area,Ready To Move,Other,4 Bedroom,1440.0,4.0,1.0,240.0,4,16666.666666666668,360.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1085.0,2.0,1.0,43.4,2,4000.0,542.5
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1785.0,3.0,0.0,165.0,3,9243.697478991597,595.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1930.0,4.0,2.0,120.0,3,6217.616580310881,643.3333333333334
Super built-up  Area,Ready To Move,Other,2 BHK,600.0,4.0,1.0,70.0,2,11666.666666666666,300.0
Plot  Area,Ready To Move,Other,2 Bedroom,800.0,1.0,0.0,45.0,2,5625.0,400.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4 BHK,2450.0,3.0,2.0,110.0,4,4489.7959183673465,612.5
Plot  Area,17-Dec,Other,4 Bedroom,1200.0,4.0,0.0,120.0,4,10000.0,300.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1920.0,3.0,3.0,122.0,3,6354.166666666667,640.0
Super built-up  Area,18-Apr,Kothannur,2 BHK,1085.0,2.0,2.0,34.2,2,3152.0737327188945,542.5
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,760.0,1.0,2.0,50.4,1,6631.578947368421,760.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1201.0,2.0,3.0,80.0,2,6661.1157368859285,600.5
Super built-up  Area,18-Jul,Electronic City,3 BHK,1615.0,3.0,2.0,97.0,3,6006.1919504643965,538.3333333333334
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1289.0,2.0,2.0,70.0,2,5430.566330488751,644.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1377.0,2.0,2.0,80.0,2,5809.731299927378,688.5
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,2880.0,3.0,2.0,560.0,3,19444.444444444445,960.0
Plot  Area,Ready To Move,Other,3 Bedroom,1892.0,3.0,2.0,200.0,3,10570.824524312897,630.6666666666666
Built-up  Area,Ready To Move,Other,3 BHK,2176.0,3.0,3.0,348.0,3,15992.64705882353,725.3333333333334
Super built-up  Area,21-Dec,Thanisandra,1 BHK,663.0,1.0,0.0,32.82,1,4950.226244343891,663.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1165.0,2.0,1.0,33.65,2,2888.412017167382,582.5
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,3554.0,4.0,1.0,340.0,3,9566.685424873382,1184.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1260.0,2.0,1.0,45.5,2,3611.1111111111113,630.0
Built-up  Area,Ready To Move,Other,2 BHK,1095.0,2.0,1.0,39.0,2,3561.6438356164385,547.5
Super built-up  Area,Ready To Move,Other,2 BHK,1050.0,2.0,2.0,65.0,2,6190.476190476191,525.0
Super built-up  Area,Ready To Move,Seegehalli,2 BHK,1176.0,2.0,2.0,50.0,2,4251.700680272109,588.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1801.0,3.0,2.0,115.0,3,6385.341476957246,600.3333333333334
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1315.0,2.0,3.0,55.0,2,4182.509505703422,657.5
Plot  Area,Ready To Move,NRI Layout,2 Bedroom,2400.0,2.0,1.0,125.0,2,5208.333333333333,1200.0
Super built-up  Area,18-Mar,Uttarahalli,3 BHK,1308.0,2.0,3.0,53.0,3,4051.987767584098,436.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,4250.0,4.0,2.0,610.0,4,14352.941176470587,1062.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1806.0,6.0,2.0,116.0,3,6423.034330011074,602.0
Built-up  Area,17-Dec,Thanisandra,4 Bedroom,3671.0,4.0,1.0,220.0,4,5992.917461182239,917.75
Super built-up  Area,Ready To Move,Hoodi,3 BHK,2144.0,3.0,2.0,140.0,3,6529.850746268657,714.6666666666666
Built-up  Area,Ready To Move,Hoskote,2 BHK,1065.0,2.0,3.0,33.75,2,3169.0140845070423,532.5
Super built-up  Area,17-Oct,Balagere,2 BHK,1205.0,2.0,1.0,67.0,2,5560.165975103734,602.5
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2.0,2.0,40.58,2,3498.2758620689656,580.0
Plot  Area,18-Jul,Other,3 Bedroom,1200.0,3.0,1.0,56.53,3,4710.833333333333,400.0
Super built-up  Area,Ready To Move,Other,3 BHK,1681.0,3.0,3.0,69.0,3,4104.699583581201,560.3333333333334
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1130.0,2.0,1.0,32.64,2,2888.495575221239,565.0
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3633.0,5.0,1.0,335.0,4,9221.029452243325,908.25
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,90.0,3,4883.342376559956,614.3333333333334
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,1065.0,2.0,1.0,30.75,2,2887.323943661972,532.5
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,1885.0,3.0,2.0,85.52,3,4536.870026525199,628.3333333333334
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1500.0,2.0,2.0,45.0,2,3000.0,750.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,1210.0,2.0,2.0,69.0,2,5702.479338842975,605.0
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,1126.0,2.0,1.0,39.4,2,3499.1119005328596,563.0
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1357.0,2.0,2.0,59.0,3,4347.826086956522,452.3333333333333
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1451.0,2.0,2.0,46.4,3,3197.7946243969677,483.6666666666667
Plot  Area,Ready To Move,Kodigehaali,4 Bedroom,1600.0,3.0,3.0,185.0,4,11562.5,400.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,950.0,2.0,1.0,55.0,2,5789.473684210527,475.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,960.0,2.0,2.0,48.0,2,5000.0,480.0
Super built-up  Area,Ready To Move,Other,3 BHK,1625.0,3.0,3.0,92.0,3,5661.538461538462,541.6666666666666
Plot  Area,18-May,Kaggalipura,3 Bedroom,2200.0,4.0,1.0,150.0,3,6818.181818181818,733.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900.0,2.0,1.0,46.29,2,5143.333333333333,450.0
Built-up  Area,Ready To Move,Other,2 BHK,1080.0,2.0,2.0,38.0,2,3518.5185185185187,540.0
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,2300.0,3.0,1.0,250.0,3,10869.565217391304,766.6666666666666
Super built-up  Area,Ready To Move,Hosa Road,4 BHK,1708.0,3.0,0.0,64.05,4,3750.0,427.0
Built-up  Area,Ready To Move,Yeshwanthpur,6 Bedroom,2500.0,5.0,2.0,185.0,6,7400.0,416.6666666666667
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1690.0,2.0,2.0,116.0,3,6863.905325443787,563.3333333333334
Built-up  Area,Ready To Move,Other,5 Bedroom,2100.0,3.0,0.0,145.0,5,6904.761904761905,420.0
Super built-up  Area,Ready To Move,Other,2 BHK,1269.0,2.0,2.0,97.0,2,7643.81402679275,634.5
Built-up  Area,Ready To Move,Haralur Road,3 BHK,1890.0,3.0,2.0,84.0,3,4444.444444444444,630.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,33.64,2,2887.5536480686696,582.5
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,1196.0,2.0,2.0,56.81,2,4750.0,598.0
